statement,label_binary
"Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities.",0
Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,0
This is not a joke: the president wants to house illegal aliens on our nations military installations.,0
Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,0
Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,0
We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,0
President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.,0
"$50,000. Thats what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill.",0
"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",0
"Two million new jobs have been created, in California since 2011.",0
The U.S. military footprint in Africa is nearly nonexistent.,0
Our crime rate continues to plummet.,0
"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",0
"Goldman Sachs was Barack Obama's ""No. 1 private contributor.""",0
"Re: (Marco) Rubios support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.",0
U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,0
Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,0
We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,0
Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,0
Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,0
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,0
"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",0
Says four-year terms for City Council members are the norm in most cities of our size.,0
"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.",0
Many uninsured Americans are young.,0
Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,0
We cut business taxes so today 70 percent of our businesses dont pay a business tax.,0
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,0
"Says his promise of 250,000 new private sector jobs was a big goal.",0
"Given how expansive our program already was, expanding Medicaid in New Jersey due to Obamacare was a relatively small expansion.",0
"After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.",0
"In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.",0
There really isnt any kind of foreign policy network that is supporting and advising Sen. Sanders.,0
"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",0
We jumped 11 places since beginning this year in terms of being job-friendly.,0
"Says state Rep. Jim Keffer, a GOP lieutenant to House Speaker Joe Straus, ""did mail pieces for Democrat Mark Strama to help him defeat"" a Republican.",0
Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,0
Says U.S. Senate candidate Joni Ernst does not support a national minimum wage.,0
"Florida has 1,200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.",0
"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.",0
"Says since 2000, Austins tax burden rose more than 40 percent while family income rose more than 20 percent.",0
Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,0
